CustomerID,Age,Gender,Location,JoinDate,TenureMonths,ContractType,PaymentMethod,MonthlyCharge,TotalCharges,DataUsageGB,CallMinutes,SupportTickets,HasInternet,HasPhone,TechSupport,Streaming,Churn
CUST04905,53.0,Male,Mumbai,2020-07-23 09:00:00,9,Month-to-Month,Bank Transfer,72.3,670.77,0.8,442,1,Yes,Yes,Yes,Yes,1
CUST01501,35.0,Male,Delhi,2020-03-03 13:00:00,7,Month-to-Month,Bank Transfer,,201.09,1.8,206,1,Yes,Yes,No,Yes,1
CUST02801,74.0,Female,Chennai,2020-04-26 17:00:00,1,Month-to-Month,Digital Wallet,20.0,22.76,11.3,170,0,Yes,Yes,No,Yes,0
CUST02092,49.0,Female,Chennai,2020-03-28 04:00:00,9,Month-to-Month,Digital Wallet,,638.62,17.8,442,1,Yes,Yes,Yes,No,0
CUST00248,63.0,Female,Delhi,2020-01-11 08:00:00,4,Two Year,Bank Transfer,55.63,234.42,5.0,105,0,Yes,Yes,No,Yes,0
CUST00538,54.0,Female,Mumbai,2020-01-23 10:00:00,61,One Year,Bank Transfer,138.71,8509.27,7.6,321,1,Yes,Yes,No,No,0
CUST01345,24.0,Female,Delhi,2020-02-26 01:00:00,4,One Year,Digital Wallet,20.0,89.06,50.0,246,1,Yes,Yes,No,Yes,0
CUST04695,39.0,Male,Delhi,2020-07-14 15:00:00,5,Two Year,Credit Card,72.97,387.94,13.7,173,2,No,Yes,Yes,No,0
CUST01270,55.0,Female,Delhi,2020-02-22 22:00:00,1,Two Year,Cash,20.0,21.99,7.6,319,1,Yes,Yes,No,No,0
CUST00228,33.0,Female,Chennai,2020-01-10 12:00:00,33,Month-to-Month,Credit Card,,1676.47,8.2,244,0,Yes,Yes,Yes,Yes,0
CUST00297,45.0,Female,Delhi,2020-01-13 09:00:00,15,One Year,Credit Card,41.97,618.21,19.8,313,0,Yes,Yes,Yes,No,0
CUST02819,18.0,Female,Chennai,2020-04-27 11:00:00,17,Month-to-Month,Credit Card,77.05,1354.0,0.3,475,3,Yes,Yes,Yes,Yes,0
CUST04159,,Male,Hyderabad,2020-06-22 07:00:00,23,Month-to-Month,Digital Wallet,69.61,1511.64,23.3,235,1,No,Yes,No,No,0
CUST01183,23.0,Male,Delhi,2020-02-19 07:00:00,27,Month-to-Month,Bank Transfer,63.37,1744.87,15.6,530,1,Yes,Yes,No,Yes,1
CUST02059,44.0,Male,Mumbai,2020-03-26 19:00:00,12,Month-to-Month,Cash,33.27,435.22,9.7,263,1,Yes,Yes,Yes,Yes,0
CUST00465,39.0,Male,Delhi,2020-01-20 09:00:00,25,One Year,Digital Wallet,33.7,778.25,11.0,278,1,Yes,Yes,No,Yes,0
CUST02989,70.0,Female,Delhi,2020-05-04 13:00:00,1,Month-to-Month,Cash,97.82,83.23,0.4,393,0,No,Yes,No,Yes,1
CUST00505,36.0,Male,Chennai,2020-01-22 01:00:00,4,One Year,Digital Wallet,84.78,366.92,10.4,416,1,Yes,Yes,No,Yes,0
CUST04077,18.0,Female,Mumbai,2020-06-18 21:00:00,60,Month-to-Month,Bank Transfer,25.76,1658.73,21.5,301,1,Yes,Yes,No,No,0
CUST04814,45.0,Female,Delhi,2020-07-19 14:00:00,9,Two Year,Digital Wallet,57.9,531.75,2.3,275,0,Yes,Yes,Yes,No,0
CUST02093,28.0,Male,Bangalore,2020-03-28 05:00:00,11,Month-to-Month,Bank Transfer,72.37,793.39,1.9,115,3,Yes,Yes,No,Yes,1
CUST01669,48.0,Male,Delhi,2020-03-10 13:00:00,44,One Year,Bank Transfer,61.37,3007.94,10.9,491,1,Yes,Yes,Yes,Yes,0
CUST01752,34.0,Female,Bangalore,2020-03-14 00:00:00,2,Two Year,Digital Wallet,52.83,97.86,2.2,210,0,Yes,Yes,No,No,0
CUST04781,45.0,Male,Delhi,2020-07-18 05:00:00,58,Month-to-Month,Credit Card,26.94,1397.89,4.4,183,1,Yes,Yes,Yes,No,0
CUST02653,54.0,Male,Delhi,2020-04-20 13:00:00,8,Month-to-Month,Credit Card,27.14,189.28,6.1,225,0,Yes,Yes,Yes,No,0
CUST00426,30.0,Female,Chennai,2020-01-18 18:00:00,15,Month-to-Month,Credit Card,102.9,1561.56,4.8,482,1,Yes,Yes,Yes,Yes,0
CUST01258,33.0,Female,Bangalore,2020-02-22 10:00:00,21,One Year,Bank Transfer,21.12,481.17,3.3,282,0,Yes,Yes,No,No,0
CUST01073,26.0,Female,Mumbai,2020-02-14 17:00:00,1,One Year,Credit Card,43.22,48.34,20.3,194,2,Yes,Yes,Yes,No,0
CUST04993,48.0,Female,Delhi,2020-07-27 01:00:00,24,Two Year,Bank Transfer,80.09,1853.14,5.0,442,2,Yes,Yes,No,Yes,0
CUST03795,38.0,Female,Mumbai,2020-06-07 03:00:00,16,Two Year,Digital Wallet,68.86,1176.19,6.8,284,2,No,Yes,No,Yes,0
CUST04741,47.0,Female,Delhi,2020-07-16 13:00:00,14,Month-to-Month,Credit Card,117.09,1796.85,0.0,297,1,Yes,Yes,Yes,Yes,1
CUST00657,41.0,Male,Mumbai,2020-01-28 09:00:00,1,Month-to-Month,Digital Wallet,,116.85,6.5,341,0,Yes,Yes,Yes,No,0
CUST00393,63.0,Female,Bangalore,2020-01-17 09:00:00,2,One Year,Credit Card,29.08,57.5,2.3,346,1,Yes,Yes,Yes,Yes,0
CUST03620,25.0,Male,Mumbai,2020-05-30 20:00:00,70,Month-to-Month,Cash,101.94,7963.0,12.4,163,1,No,Yes,No,No,1
CUST00279,37.0,Female,Delhi,2020-01-12 15:00:00,9,Month-to-Month,Cash,67.52,537.7,5.3,307,0,Yes,Yes,Yes,Yes,0
CUST04183,34.0,Male,Hyderabad,2020-06-23 07:00:00,1,One Year,Cash,78.02,72.17,5.2,517,1,Yes,Yes,No,No,1
CUST04577,63.0,Female,Mumbai,2020-07-09 17:00:00,72,Two Year,Digital Wallet,78.96,6382.92,3.3,314,0,Yes,Yes,No,No,0
CUST01075,36.0,Female,Hyderabad,2020-02-14 19:00:00,18,Month-to-Month,Credit Card,40.34,820.64,2.1,133,4,No,Yes,No,Yes,0
CUST01135,53.0,Male,Hyderabad,2020-02-17 07:00:00,16,Two Year,Cash,37.64,564.3,19.6,424,0,Yes,No,No,Yes,0
CUST01588,32.0,Male,Bangalore,2020-03-07 04:00:00,65,Two Year,Credit Card,69.94,4422.58,8.3,200,1,Yes,No,Yes,No,0
CUST00577,51.0,Female,Mumbai,2020-01-25 01:00:00,6,Month-to-Month,Cash,137.66,837.28,6.6,57,2,Yes,Yes,No,No,0
CUST02291,53.0,Male,Delhi,2020-04-05 11:00:00,11,One Year,Credit Card,,375.22,0.9,250,0,Yes,Yes,Yes,No,0
CUST01052,47.0,Male,Mumbai,2020-02-13 20:00:00,70,One Year,Bank Transfer,70.61,4358.08,0.8,263,1,Yes,Yes,Yes,Yes,0
CUST01090,41.0,Male,Delhi,2020-02-15 10:00:00,65,Two Year,Credit Card,67.61,3819.09,10.6,233,0,Yes,Yes,No,No,0
CUST03101,52.0,Male,Delhi,2020-05-09 05:00:00,7,Month-to-Month,Digital Wallet,92.03,614.79,10.3,383,0,Yes,Yes,Yes,Yes,0
CUST01427,28.0,Male,Hyderabad,2020-02-29 11:00:00,15,Two Year,Cash,20.0,323.83,5.7,259,1,Yes,Yes,No,No,0
CUST01049,58.0,Female,Chennai,2020-02-13 17:00:00,52,Month-to-Month,Digital Wallet,90.65,5098.61,4.3,230,1,Yes,Yes,No,No,0
CUST04454,57.0,Female,Chennai,2020-07-04 14:00:00,61,Two Year,Digital Wallet,107.08,5641.48,4.1,255,0,Yes,Yes,No,Yes,0
CUST02518,39.0,Male,Bangalore,2020-04-14 22:00:00,17,Month-to-Month,Digital Wallet,115.28,2086.66,2.0,300,1,No,Yes,No,No,0
CUST03159,45.0,Male,Mumbai,2020-05-11 15:00:00,9,Month-to-Month,Credit Card,45.75,445.37,3.7,410,0,No,Yes,No,No,1
CUST00008,36.0,Female,Mumbai,2020-01-01 08:00:00,13,One Year,Digital Wallet,42.41,572.94,5.5,474,2,Yes,Yes,Yes,No,0
CUST04162,38.0,Female,Delhi,2020-06-22 10:00:00,28,One Year,Bank Transfer,87.74,2402.25,8.2,337,3,Yes,Yes,No,No,0
CUST04462,52.0,Male,Delhi,2020-07-04 22:00:00,3,Month-to-Month,Bank Transfer,108.62,340.35,12.2,288,0,No,Yes,No,Yes,0
CUST04066,44.0,Female,Mumbai,2020-06-18 10:00:00,56,Two Year,Bank Transfer,34.5,1779.98,2.4,320,1,Yes,Yes,No,No,0
CUST00144,45.0,Male,Bangalore,2020-01-07 00:00:00,2,Two Year,Digital Wallet,77.9,153.35,11.5,245,1,No,Yes,No,No,0
CUST01954,34.0,Male,Bangalore,2020-03-22 10:00:00,38,Month-to-Month,Digital Wallet,58.68,2028.03,6.5,458,1,Yes,Yes,Yes,Yes,0
CUST00561,66.0,Male,Delhi,2020-01-24 09:00:00,1,One Year,Bank Transfer,70.05,80.32,4.6,400,0,Yes,Yes,Yes,No,0
CUST03017,18.0,Male,Bangalore,2020-05-05 17:00:00,72,Month-to-Month,Credit Card,78.5,5708.7,5.7,415,3,Yes,Yes,No,No,0
CUST03783,27.0,Male,Chennai,2020-06-06 15:00:00,2,Month-to-Month,Credit Card,69.99,157.34,,322,1,No,Yes,Yes,Yes,0
CUST04761,50.0,Female,Mumbai,2020-07-17 09:00:00,1,Month-to-Month,Cash,64.05,64.18,13.1,267,1,Yes,No,No,Yes,0
CUST00151,46.0,Female,Hyderabad,2020-01-07 07:00:00,8,Month-to-Month,Digital Wallet,61.02,506.42,0.4,154,0,Yes,Yes,Yes,Yes,0
